y,x,street_count,highway,ref,geometry
37.562177,127.164256,3,,,POINT (127.164256 37.562177)
37.5624687,127.1604407,3,,,POINT (127.1604407 37.5624687)
37.5619523,127.1608194,3,,,POINT (127.1608194 37.5619523)
37.5611333,127.1608007,3,,,POINT (127.1608007 37.5611333)
37.5611221,127.1612264,3,,,POINT (127.1612264 37.5611221)
37.5611109,127.1615733,3,,,POINT (127.1615733 37.5611109)
37.5607518,127.1628332,3,,,POINT (127.1628332 37.5607518)
37.5607125,127.1632013,3,,,POINT (127.1632013 37.5607125)
37.5606679,127.1635986,4,,,POINT (127.1635986 37.5606679)
37.5608493,127.1624871,4,,,POINT (127.1624871 37.5608493)
37.5628128,127.1625869,3,,,POINT (127.1625869 37.5628128)
37.5624058,127.1612637,3,,,POINT (127.1612637 37.5624058)
37.5623761,127.1616515,3,,,POINT (127.1616515 37.5623761)
37.562344,127.1620717,3,,,POINT (127.1620717 37.562344)
37.5609746,127.1620338,3,,,POINT (127.1620338 37.5609746)
37.5626762,127.1643077,3,,,POINT (127.1643077 37.5626762)
37.5602449,127.1635552,4,,,POINT (127.1635552 37.5602449)
37.5622152,127.1637554,3,,,POINT (127.1637554 37.5622152)
37.5616283,127.1638803,3,,,POINT (127.1638803 37.5616283)
37.5622808,127.1628978,3,,,POINT (127.1628978 37.5622808)
37.56225,127.1633011,3,,,POINT (127.1633011 37.56225)
37.5539967,127.1443212,3,,,POINT (127.1443212 37.5539967)
37.5511196,127.1439969,3,,,POINT (127.1439969 37.5511196)
37.5605118,127.1652048,3,,,POINT (127.1652048 37.5605118)
37.5601094,127.1651887,3,,,POINT (127.1651887 37.5601094)
37.5607433,127.1643432,3,,,POINT (127.1643432 37.5607433)
37.5603517,127.1555752,3,,,POINT (127.1555752 37.5603517)
37.5605032,127.1577412,3,,,POINT (127.1577412 37.5605032)
37.5600489,127.1660055,4,,,POINT (127.1660055 37.5600489)
37.5613851,127.1657988,3,,,POINT (127.1657988 37.5613851)
37.5624517,127.1675228,3,,,POINT (127.1675228 37.5624517)
37.5621215,127.165934,3,,,POINT (127.165934 37.5621215)
37.5619875,127.1674868,4,,,POINT (127.1674868 37.5619875)
37.5620816,127.1663322,3,,,POINT (127.1663322 37.5620816)
37.5613409,127.1662093,3,,,POINT (127.1662093 37.5613409)
37.5617378,127.1662795,3,,,POINT (127.1662795 37.5617378)
37.5616628,127.1674682,3,,,POINT (127.1674682 37.5616628)
37.5615266,127.1679922,3,,,POINT (127.1679922 37.5615266)
37.5613095,127.1694488,3,,,POINT (127.1694488 37.5613095)
37.5608237,127.169583,3,,,POINT (127.169583 37.5608237)
37.5596536,127.1698247,4,,,POINT (127.1698247 37.5596536)
37.5597024,127.1687772,3,,,POINT (127.1687772 37.5597024)
37.5597072,127.1709343,3,,,POINT (127.1709343 37.5597072)
37.5596772,127.1703062,3,,,POINT (127.1703062 37.5596772)
37.5614902,127.168897,3,,,POINT (127.168897 37.5614902)
37.5619059,127.1680031,3,,,POINT (127.1680031 37.5619059)
37.5614839,127.1705549,4,,,POINT (127.1705549 37.5614839)
37.5617391,127.1703926,3,,,POINT (127.1703926 37.5617391)
37.5570295,127.1687538,3,,,POINT (127.1687538 37.5570295)
37.5604847,127.169653,3,,,POINT (127.169653 37.5604847)
37.5606247,127.1707554,3,,,POINT (127.1707554 37.5606247)
37.5581987,127.1712533,3,,,POINT (127.1712533 37.5581987)
37.5580998,127.1686782,4,,,POINT (127.1686782 37.5580998)
37.5592117,127.1686074,3,,,POINT (127.1686074 37.5592117)
37.5593532,127.1710147,3,,,POINT (127.1710147 37.5593532)
37.5588476,127.168628,3,,,POINT (127.168628 37.5588476)
37.5589555,127.1710997,3,,,POINT (127.1710997 37.5589555)
37.5592707,127.1698927,4,,,POINT (127.1698927 37.5592707)
37.5589021,127.1699179,3,,,POINT (127.1699179 37.5589021)
37.5588679,127.1691083,3,,,POINT (127.1691083 37.5588679)
37.5581174,127.1691822,3,,,POINT (127.1691822 37.5581174)
37.5589269,127.1705031,3,,,POINT (127.1705031 37.5589269)
37.5581681,127.1706342,3,,,POINT (127.1706342 37.5581681)
37.558543,127.1705694,3,,,POINT (127.1705694 37.558543)
37.5585006,127.1691445,3,,,POINT (127.1691445 37.5585006)
37.5596277,127.1693246,3,,,POINT (127.1693246 37.5596277)
37.5601365,127.1697249,3,,,POINT (127.1697249 37.5601365)
37.5571699,127.1732096,4,,,POINT (127.1732096 37.5571699)
37.5572093,127.1741954,3,,,POINT (127.1741954 37.5572093)
37.5605231,127.1565281,3,,,POINT (127.1565281 37.5605231)
37.5629133,127.1564405,3,,,POINT (127.1564405 37.5629133)
37.5614018,127.1510701,3,,,POINT (127.1510701 37.5614018)
37.561746,127.1536124,4,,,POINT (127.1536124 37.561746)
37.5624745,127.1565692,3,,,POINT (127.1565692 37.5624745)
37.5603216,127.1513672,3,,,POINT (127.1513672 37.5603216)
37.5605975,127.15388,4,,,POINT (127.15388 37.5605975)
37.5606905,127.1542386,3,,,POINT (127.1542386 37.5606905)
37.56051,127.1573636,3,,,POINT (127.1573636 37.56051)
37.5609074,127.1577464,3,,,POINT (127.1577464 37.5609074)
37.5604936,127.1586362,3,,,POINT (127.1586362 37.5604936)
37.5648477,127.1751547,4,,,POINT (127.1751547 37.5648477)
37.5624535,127.176599,3,,,POINT (127.176599 37.5624535)
37.5631912,127.1786395,3,,,POINT (127.1786395 37.5631912)
37.5660131,127.1775979,4,,,POINT (127.1775979 37.5660131)
37.568025,127.1739058,3,,,POINT (127.1739058 37.568025)
37.5652409,127.1747612,3,,,POINT (127.1747612 37.5652409)
37.5675534,127.1735332,3,,,POINT (127.1735332 37.5675534)
37.5734394,127.1708999,3,,,POINT (127.1708999 37.5734394)
37.5752743,127.1696434,4,,,POINT (127.1696434 37.5752743)
37.562989,127.1792819,4,,,POINT (127.1792819 37.562989)
37.5614155,127.1800758,3,,,POINT (127.1800758 37.5614155)
37.5584254,127.1799637,4,,,POINT (127.1799637 37.5584254)
37.5661569,127.1737272,3,,,POINT (127.1737272 37.5661569)
37.5687599,127.1721696,3,,,POINT (127.1721696 37.5687599)
37.5680252,127.1706001,3,,,POINT (127.1706001 37.5680252)
37.5639185,127.1736946,4,,,POINT (127.1736946 37.5639185)
37.567777,127.1705425,3,,,POINT (127.1705425 37.567777)
37.5620344,127.1519816,3,,,POINT (127.1519816 37.5620344)
37.5615453,127.1521258,4,,,POINT (127.1521258 37.5615453)
37.5604643,127.1524356,4,,,POINT (127.1524356 37.5604643)
37.560097,127.1525049,3,,,POINT (127.1525049 37.560097)
37.5614793,127.1516318,3,,,POINT (127.1516318 37.5614793)
37.5603954,127.151934,3,,,POINT (127.151934 37.5603954)
37.5598107,127.1544732,3,,,POINT (127.1544732 37.5598107)
37.5613812,127.1535984,3,,,POINT (127.1535984 37.5613812)
37.5622759,127.1536222,3,,,POINT (127.1536222 37.5622759)
37.5612016,127.1522253,3,,,POINT (127.1522253 37.5612016)
37.5608302,127.1523377,3,,,POINT (127.1523377 37.5608302)
37.5610188,127.1536387,3,,,POINT (127.1536387 37.5610188)
37.5610671,127.1550024,4,,,POINT (127.1550024 37.5610671)
37.5619732,127.1549142,4,,,POINT (127.1549142 37.5619732)
37.5624645,127.1548984,3,,,POINT (127.1548984 37.5624645)
37.5618013,127.1540177,3,,,POINT (127.1540177 37.5618013)
37.561872,127.1544285,3,,,POINT (127.1544285 37.561872)
37.5608647,127.1546263,3,,,POINT (127.1546263 37.5608647)
37.5592343,127.1514966,3,,,POINT (127.1514966 37.5592343)
37.5601784,127.1542122,4,,,POINT (127.1542122 37.5601784)
37.5607361,127.1552863,4,,,POINT (127.1552863 37.5607361)
37.5609461,127.1565541,3,,,POINT (127.1565541 37.5609461)
37.5599245,127.1536856,3,,,POINT (127.1536856 37.5599245)
37.5599666,127.1514282,3,,,POINT (127.1514282 37.5599666)
37.5600287,127.1519361,3,,,POINT (127.1519361 37.5600287)
37.5591908,127.1519871,3,,,POINT (127.1519871 37.5591908)
37.5601497,127.1528012,3,,,POINT (127.1528012 37.5601497)
37.5596187,127.1530782,4,,,POINT (127.1530782 37.5596187)
37.559236,127.153307,3,,,POINT (127.153307 37.559236)
37.5611978,127.1552802,3,,,POINT (127.1552802 37.5611978)
37.5620971,127.1553122,3,,,POINT (127.1553122 37.5620971)
37.5622211,127.1557331,3,,,POINT (127.1557331 37.5622211)
37.5613502,127.1557194,3,,,POINT (127.1557194 37.5613502)
37.562359,127.1561635,3,,,POINT (127.1561635 37.562359)
37.5613741,127.1561464,3,,,POINT (127.1561464 37.5613741)
37.5690769,127.1789442,3,,,POINT (127.1789442 37.5690769)
37.5683468,127.1767996,3,,,POINT (127.1767996 37.5683468)
37.5655442,127.1723973,3,,,POINT (127.1723973 37.5655442)
37.5659451,127.1732598,3,,,POINT (127.1732598 37.5659451)
37.5656544,127.1734894,3,,,POINT (127.1734894 37.5656544)
37.5649932,127.1743516,3,,,POINT (127.1743516 37.5649932)
37.5643526,127.1733778,3,,,POINT (127.1733778 37.5643526)
37.5652382,127.1726451,3,,,POINT (127.1726451 37.5652382)
37.5648821,127.1729397,3,,,POINT (127.1729397 37.5648821)
37.5653114,127.1738961,3,,,POINT (127.1738961 37.5653114)
37.5637411,127.1787007,3,,,POINT (127.1787007 37.5637411)
37.5616848,127.1815632,3,,,POINT (127.1815632 37.5616848)
37.5490912,127.1731439,4,,,POINT (127.1731439 37.5490912)
37.5494271,127.1749858,3,,,POINT (127.1749858 37.5494271)
37.5497916,127.1767517,2,,,POINT (127.1767517 37.5497916)
37.5498832,127.1769183,2,,,POINT (127.1769183 37.5498832)
37.5508954,127.1774911,3,,,POINT (127.1774911 37.5508954)
37.5518452,127.1773412,1,,,POINT (127.1773412 37.5518452)
37.549709,127.1805194,1,,,POINT (127.1805194 37.549709)
37.5507281,127.1705288,4,,,POINT (127.1705288 37.5507281)
37.5481094,127.170782,3,,,POINT (127.170782 37.5481094)
37.545976,127.1707747,3,,,POINT (127.1707747 37.545976)
37.5508739,127.1714929,3,,,POINT (127.1714929 37.5508739)
37.5497008,127.1707986,3,,,POINT (127.1707986 37.5497008)
37.5498321,127.1717103,4,,,POINT (127.1717103 37.5498321)
37.5500231,127.1729563,3,,,POINT (127.1729563 37.5500231)
37.5485974,127.1719411,4,,,POINT (127.1719411 37.5485974)
37.5483012,127.1720065,3,,,POINT (127.1720065 37.5483012)
37.4727688,127.0464781,4,,,POINT (127.0464781 37.4727688)
37.4737557,127.0460917,3,,,POINT (127.0460917 37.4737557)
37.4730143,127.0468537,3,,,POINT (127.0468537 37.4730143)
37.4747841,127.0450129,3,,,POINT (127.0450129 37.4747841)
37.474542,127.0446463,3,,,POINT (127.0446463 37.474542)
37.4743107,127.044296,4,,,POINT (127.044296 37.4743107)
37.4738296,127.0453853,3,,,POINT (127.0453853 37.4738296)
37.4740656,127.0457666,3,,,POINT (127.0457666 37.4740656)
37.4739178,127.0459216,3,,,POINT (127.0459216 37.4739178)
37.4746792,127.0470463,4,,,POINT (127.0470463 37.4746792)
37.4740641,127.0439135,3,,,POINT (127.0439135 37.4740641)
37.4753696,127.0450537,3,,,POINT (127.0450537 37.4753696)
37.4746306,127.0433528,3,,,POINT (127.0433528 37.4746306)
37.4752965,127.0444167,3,,,POINT (127.0444167 37.4752965)
37.4748507,127.0437044,4,,,POINT (127.0437044 37.4748507)
37.4756184,127.0429102,3,,,POINT (127.0429102 37.4756184)
37.4750522,127.0434954,3,,,POINT (127.0434954 37.4750522)
37.4755179,127.0441871,3,,,POINT (127.0441871 37.4755179)
37.4752917,127.0432585,3,,,POINT (127.0432585 37.4752917)
37.4757432,127.0439536,4,,,POINT (127.0439536 37.4757432)
37.4754817,127.0430498,3,,,POINT (127.0430498 37.4754817)
37.475929,127.043761,3,,,POINT (127.043761 37.475929)
37.4752828,127.0426309,3,,,POINT (127.0426309 37.4752828)
37.4765905,127.0437191,3,,,POINT (127.0437191 37.4765905)
37.4760328,127.0444334,3,,,POINT (127.0444334 37.4760328)
37.473496,127.0476582,3,,,POINT (127.0476582 37.473496)
37.4742782,127.0468425,3,,,POINT (127.0468425 37.4742782)
37.4740262,127.0464431,3,,,POINT (127.0464431 37.4740262)
37.4745077,127.0472224,3,,,POINT (127.0472224 37.4745077)
37.4763718,127.045297,3,,,POINT (127.045297 37.4763718)
37.4761224,127.0449153,3,,,POINT (127.0449153 37.4761224)
37.4743109,127.0461387,3,,,POINT (127.0461387 37.4743109)
37.4748218,127.0468983,3,,,POINT (127.0468983 37.4748218)
37.475896,127.0445676,3,,,POINT (127.0445676 37.475896)
37.4762121,127.0442536,3,,,POINT (127.0442536 37.4762121)
37.4760209,127.0494456,3,,,POINT (127.0494456 37.4760209)
37.4763208,127.0472761,3,,,POINT (127.0472761 37.4763208)
37.4747679,127.0495099,3,,,POINT (127.0495099 37.4747679)
37.4749811,127.0492888,3,,,POINT (127.0492888 37.4749811)
37.4757378,127.050451,3,,,POINT (127.050451 37.4757378)
37.4745232,127.0491391,3,,,POINT (127.0491391 37.4745232)
37.4752852,127.0483523,3,,,POINT (127.0483523 37.4752852)
37.4754624,127.050028,4,,,POINT (127.050028 37.4754624)
37.4763282,127.0491228,3,,,POINT (127.0491228 37.4763282)
37.4768144,127.0480112,3,,,POINT (127.0480112 37.4768144)
37.4742865,127.0487748,3,,,POINT (127.0487748 37.4742865)
37.475364,127.047647,1,,,POINT (127.047647 37.475364)
37.4758482,127.0483856,3,,,POINT (127.0483856 37.4758482)
37.4752265,127.0496657,3,,,POINT (127.0496657 37.4752265)
37.4759274,127.0489025,1,,,POINT (127.0489025 37.4759274)
37.4750442,127.0479781,3,,,POINT (127.0479781 37.4750442)
37.4770553,127.0483801,4,,,POINT (127.0483801 37.4770553)
37.4761754,127.0492802,3,,,POINT (127.0492802 37.4761754)
37.4764508,127.0496983,4,,,POINT (127.0496983 37.4764508)
37.4773374,127.0480715,3,,,POINT (127.0480715 37.4773374)
37.4784192,127.0469794,3,,,POINT (127.0469794 37.4784192)
37.4787093,127.04691,3,,,POINT (127.04691 37.4787093)
37.4768608,127.0452789,3,,,POINT (127.0452789 37.4768608)
37.4758425,127.0465489,4,traffic_signals,,POINT (127.0465489 37.4758425)
37.4780602,127.0473352,3,,,POINT (127.0473352 37.4780602)
37.4780953,127.0452014,3,,,POINT (127.0452014 37.4780953)
37.4777885,127.0457403,3,,,POINT (127.0457403 37.4777885)
37.4766208,127.0469704,4,,,POINT (127.0469704 37.4766208)
37.4768086,127.047258,3,,,POINT (127.047258 37.4768086)
37.4778559,127.0461724,3,,,POINT (127.0461724 37.4778559)
37.4769812,127.0475224,3,,,POINT (127.0475224 37.4769812)
37.4779195,127.0465477,3,,,POINT (127.0465477 37.4779195)
37.477153,127.0477857,3,,,POINT (127.0477857 37.477153)
37.4779896,127.0469112,3,,,POINT (127.0469112 37.4779896)
37.4760298,127.050135,3,,,POINT (127.050135 37.4760298)
37.4768235,127.0513264,3,,,POINT (127.0513264 37.4768235)
37.476595,127.0509976,3,,,POINT (127.0509976 37.476595)
37.4770986,127.0506997,3,,,POINT (127.0506997 37.4770986)
37.4766233,127.0495203,3,,,POINT (127.0495203 37.4766233)
37.4768832,127.049927,3,,,POINT (127.049927 37.4768832)
37.4785911,127.0481478,3,,,POINT (127.0481478 37.4785911)
37.4788624,127.0506534,3,,,POINT (127.0506534 37.4788624)
37.4782151,127.051848,3,,,POINT (127.051848 37.4782151)
37.4779432,127.0515901,3,,,POINT (127.0515901 37.4779432)
37.478805,127.0501874,3,,,POINT (127.0501874 37.478805)
37.4776994,127.0513194,3,,,POINT (127.0513194 37.4776994)
37.4787589,127.0496973,3,,,POINT (127.0496973 37.4787589)
37.4775332,127.0509568,3,,,POINT (127.0509568 37.4775332)
37.4787011,127.0491638,4,,,POINT (127.0491638 37.4787011)
37.4790653,127.0509621,3,,,POINT (127.0509621 37.4790653)
37.477952,127.0499418,3,,,POINT (127.0499418 37.477952)
37.4783878,127.0506093,3,,,POINT (127.0506093 37.4783878)
37.478902,127.0482968,3,,,POINT (127.0482968 37.478902)
37.4812101,127.0478562,1,,,POINT (127.0478562 37.4812101)
37.4795654,127.0481906,3,,,POINT (127.0481906 37.4795654)
37.4790666,127.0469648,3,,,POINT (127.0469648 37.4790666)
37.4787321,127.0470361,3,,,POINT (127.0470361 37.4787321)
37.479913,127.0481343,4,,,POINT (127.0481343 37.479913)
37.4798048,127.0471097,4,,,POINT (127.0471097 37.4798048)
37.4796502,127.046262,3,,,POINT (127.046262 37.4796502)
37.4794435,127.0450917,3,,,POINT (127.0450917 37.4794435)
37.4787435,127.0454074,4,,,POINT (127.0454074 37.4787435)
37.4789299,127.0464102,3,,,POINT (127.0464102 37.4789299)
37.4786308,127.0464663,3,,,POINT (127.0464663 37.4786308)
37.4806215,127.0467395,3,,,POINT (127.0467395 37.4806215)
37.4795528,127.045011,3,,,POINT (127.045011 37.4795528)
37.479702,127.0465597,4,,,POINT (127.0465597 37.479702)
37.4802243,127.0480879,4,,,POINT (127.0480879 37.4802243)
37.4801211,127.0471717,3,,,POINT (127.0471717 37.4801211)
37.4805047,127.0480429,4,,,POINT (127.0480429 37.4805047)
37.4804181,127.0472293,3,,,POINT (127.0472293 37.4804181)
37.4791878,127.0482544,3,,,POINT (127.0482544 37.4791878)
37.4810544,127.0464745,3,,,POINT (127.0464745 37.4810544)
37.4803418,127.0489892,4,,,POINT (127.0489892 37.4803418)
37.4805924,127.0488558,3,,,POINT (127.0488558 37.4805924)
37.4800381,127.0492695,3,,,POINT (127.0492695 37.4800381)
37.4797018,127.049572,3,,,POINT (127.049572 37.4797018)
37.4815006,127.0490833,3,,,POINT (127.0490833 37.4815006)
37.482209,127.0484511,3,,,POINT (127.0484511 37.482209)
37.4830165,127.0498301,1,,,POINT (127.0498301 37.4830165)
37.5542344,127.1565063,3,,,POINT (127.1565063 37.5542344)
37.5529581,127.1528256,4,,,POINT (127.1528256 37.5529581)
37.5534544,127.1532802,3,,,POINT (127.1532802 37.5534544)
37.5528547,127.1563866,3,,,POINT (127.1563866 37.5528547)
37.5518344,127.1527572,3,,,POINT (127.1527572 37.5518344)
37.5516966,127.1563093,3,,,POINT (127.1563093 37.5516966)
37.5535417,127.1682408,3,,,POINT (127.1682408 37.5535417)
37.5504357,127.1685672,3,,,POINT (127.1685672 37.5504357)
37.5542729,127.1558034,3,,,POINT (127.1558034 37.5542729)
37.5528707,127.1556722,3,,,POINT (127.1556722 37.5528707)
37.5550829,127.1544448,3,,,POINT (127.1544448 37.5550829)
37.5529026,127.1542119,3,,,POINT (127.1542119 37.5529026)
37.5528802,127.1552384,3,,,POINT (127.1552384 37.5528802)
37.5537495,127.1553306,3,,,POINT (127.1553306 37.5537495)
37.5505032,127.1715897,3,,,POINT (127.1715897 37.5505032)
37.5506924,127.1728287,3,,,POINT (127.1728287 37.5506924)
37.5506265,127.1724748,3,,,POINT (127.1724748 37.5506265)
37.5490412,127.1727933,3,,,POINT (127.1727933 37.5490412)
37.5507922,127.1710359,3,,,POINT (127.1710359 37.5507922)
37.5497722,127.17126,4,,,POINT (127.17126 37.5497722)
37.5488892,127.1714422,3,,,POINT (127.1714422 37.5488892)
37.5505627,127.1720295,3,,,POINT (127.1720295 37.5505627)
37.5489714,127.1722974,3,,,POINT (127.1722974 37.5489714)
37.5488476,127.1709854,3,,,POINT (127.1709854 37.5488476)
37.5489326,127.1718813,4,,,POINT (127.1718813 37.5489326)
37.5488403,127.1731962,3,,,POINT (127.1731962 37.5488403)
37.5486941,127.1728136,3,,,POINT (127.1728136 37.5486941)
37.5484822,127.1709536,3,,,POINT (127.1709536 37.5484822)
37.54756,127.1734833,3,,,POINT (127.1734833 37.54756)
37.5483967,127.1726721,3,,,POINT (127.1726721 37.5483967)
37.5470689,127.173123,3,,,POINT (127.173123 37.5470689)
37.5466539,127.1707853,3,,,POINT (127.1707853 37.5466539)
37.5478711,127.1711342,4,,,POINT (127.1711342 37.5478711)
37.5474275,127.1718057,3,,,POINT (127.1718057 37.5474275)
37.5480501,127.1726897,3,,,POINT (127.1726897 37.5480501)
37.5476378,127.1714695,4,,,POINT (127.1714695 37.5476378)
37.5471794,127.1706793,4,,,POINT (127.1706793 37.5471794)
37.5472832,127.1701982,3,,,POINT (127.1701982 37.5472832)
37.5477385,127.1727055,3,,,POINT (127.1727055 37.5477385)
37.546279,127.1699809,3,,,POINT (127.1699809 37.546279)
37.5469295,127.1670716,3,,,POINT (127.1670716 37.5469295)
37.5468048,127.1701489,3,,,POINT (127.1701489 37.5468048)
37.5456975,127.1681053,3,,,POINT (127.1681053 37.5456975)
37.5461749,127.1678028,3,,,POINT (127.1678028 37.5461749)
37.5465683,127.1691012,3,,,POINT (127.1691012 37.5465683)
37.5458614,127.1691745,4,,,POINT (127.1691745 37.5458614)
37.5456405,127.1691688,4,,,POINT (127.1691688 37.5456405)
37.5491548,127.1541071,3,,,POINT (127.1541071 37.5491548)
37.5464405,127.153965,3,,,POINT (127.153965 37.5464405)
37.5422839,127.1359529,3,,,POINT (127.1359529 37.5422839)
37.5444344,127.1335541,3,,,POINT (127.1335541 37.5444344)
37.5573599,127.1301796,3,,,POINT (127.1301796 37.5573599)
37.5577121,127.1295193,3,,,POINT (127.1295193 37.5577121)
37.5578435,127.1278218,3,,,POINT (127.1278218 37.5578435)
37.5573012,127.1292508,3,,,POINT (127.1292508 37.5573012)
37.5575844,127.1276536,1,,,POINT (127.1276536 37.5575844)
37.5579725,127.1287981,3,,,POINT (127.1287981 37.5579725)
37.5574437,127.1280109,1,,,POINT (127.1280109 37.5574437)
37.5581116,127.1284132,3,,,POINT (127.1284132 37.5581116)
37.5578454,127.1291502,3,,,POINT (127.1291502 37.5578454)
37.5574273,127.1289184,3,,,POINT (127.1289184 37.5574273)
37.5570698,127.1291083,1,,,POINT (127.1291083 37.5570698)
37.5537811,127.1247518,3,,,POINT (127.1247518 37.5537811)
37.5563172,127.126621,3,,,POINT (127.126621 37.5563172)
37.5557749,127.1278982,3,,,POINT (127.1278982 37.5557749)
37.5554388,127.1285451,4,,,POINT (127.1285451 37.5554388)
37.5596689,127.1311142,3,traffic_signals,,POINT (127.1311142 37.5596689)
37.5566888,127.1351319,4,,,POINT (127.1351319 37.5566888)
37.5574523,127.1488436,3,,,POINT (127.1488436 37.5574523)
37.546258,127.1556548,3,,,POINT (127.1556548 37.546258)
37.548767,127.1526257,3,,,POINT (127.1526257 37.548767)
37.5487712,127.1531063,3,,,POINT (127.1531063 37.5487712)
37.5477539,127.153041,3,,,POINT (127.153041 37.5477539)
37.5477013,127.1540315,4,,,POINT (127.1540315 37.5477013)
37.5476641,127.1557307,4,,,POINT (127.1557307 37.5476641)
37.5476425,127.1560741,3,,,POINT (127.1560741 37.5476425)
37.5477307,127.1534787,3,,,POINT (127.1534787 37.5477307)
37.5483717,127.1535049,3,,,POINT (127.1535049 37.5483717)
37.5487834,127.1545184,3,,,POINT (127.1545184 37.5487834)
37.5476917,127.1544715,4,,,POINT (127.1544715 37.5476917)
37.5487868,127.1549104,3,,,POINT (127.1549104 37.5487868)
37.5476825,127.1548913,4,,,POINT (127.1548913 37.5476825)
37.5487904,127.1553356,3,,,POINT (127.1553356 37.5487904)
37.5476733,127.1553114,4,,,POINT (127.1553114 37.5476733)
37.5466563,127.1556763,3,,,POINT (127.1556763 37.5466563)
37.546821,127.1539851,3,,,POINT (127.1539851 37.546821)
37.5467797,127.1544086,3,,,POINT (127.1544086 37.5467797)
37.546736,127.1548581,3,,,POINT (127.1548581 37.546736)
37.5466948,127.155281,3,,,POINT (127.155281 37.5466948)
37.5331895,127.1411015,3,,,POINT (127.1411015 37.5331895)
37.5383495,127.115922,4,,,POINT (127.115922 37.5383495)
37.5379553,127.1174158,3,,,POINT (127.1174158 37.5379553)
37.5378876,127.1177288,3,,,POINT (127.1177288 37.5378876)
37.5378072,127.1184346,3,,,POINT (127.1184346 37.5378072)
37.5377293,127.1189078,3,,,POINT (127.1189078 37.5377293)
37.5376739,127.1191783,3,,,POINT (127.1191783 37.5376739)
37.5375658,127.1196154,3,,,POINT (127.1196154 37.5375658)
37.5371444,127.1216758,3,,,POINT (127.1216758 37.5371444)
37.5366425,127.1226523,3,,,POINT (127.1226523 37.5366425)
37.5373303,127.120493,3,,,POINT (127.120493 37.5373303)
37.5372358,127.1214422,3,,,POINT (127.1214422 37.5372358)
37.5388936,127.1223495,3,,,POINT (127.1223495 37.5388936)
37.5370238,127.1219991,3,,,POINT (127.1219991 37.5370238)
37.5385424,127.1230237,3,,,POINT (127.1230237 37.5385424)
37.537127,127.1217247,3,,,POINT (127.1217247 37.537127)
37.5382184,127.1219867,3,,,POINT (127.1219867 37.5382184)
37.5606031,127.137211,1,,,POINT (127.137211 37.5606031)
37.5593623,127.1370078,3,,,POINT (127.1370078 37.5593623)
37.5605186,127.137362,3,,,POINT (127.137362 37.5605186)
37.5595525,127.1366175,3,,,POINT (127.1366175 37.5595525)
37.5606128,127.1365443,1,,,POINT (127.1365443 37.5606128)
37.5601358,127.1356743,3,,,POINT (127.1356743 37.5601358)
37.5607127,127.1350279,1,,,POINT (127.1350279 37.5607127)
37.560313,127.135162,3,,,POINT (127.135162 37.560313)
37.5589144,127.1365118,3,,,POINT (127.1365118 37.5589144)
37.55961,127.136512,3,,,POINT (127.136512 37.55961)
37.5594124,127.1365119,3,,,POINT (127.1365119 37.5594124)
37.5583015,127.1356047,3,,,POINT (127.1356047 37.5583015)
37.5586038,127.1325162,4,,,POINT (127.1325162 37.5586038)
37.5590533,127.1324571,3,,,POINT (127.1324571 37.5590533)
37.5588773,127.1321562,3,,,POINT (127.1321562 37.5588773)
37.559827,127.1334238,3,,,POINT (127.1334238 37.559827)
37.5583351,127.1351517,3,,,POINT (127.1351517 37.5583351)
37.5582907,127.1365057,3,,,POINT (127.1365057 37.5582907)
37.5594235,127.1360901,3,,,POINT (127.1360901 37.5594235)
37.5582965,127.1360706,3,,,POINT (127.1360706 37.5582965)
37.5590818,127.1356495,3,,,POINT (127.1356495 37.5590818)
37.4930515,127.03007,4,,,POINT (127.03007 37.4930515)
37.5572156,127.137964,3,,,POINT (127.137964 37.5572156)
37.5565595,127.1337576,3,,,POINT (127.1337576 37.5565595)
37.55475,127.1337166,3,,,POINT (127.1337166 37.55475)
37.55473,127.1351096,3,,,POINT (127.1351096 37.55473)
37.5547286,127.1364591,3,,,POINT (127.1364591 37.5547286)
37.5555065,127.1378719,3,,,POINT (127.1378719 37.5555065)
37.5555366,127.1337331,3,,,POINT (127.1337331 37.5555366)
37.5547255,127.1348417,3,,,POINT (127.1348417 37.5547255)
37.5169036,127.0816252,3,motorway_junction,,POINT (127.0816252 37.5169036)
37.5547198,127.1465223,3,,,POINT (127.1465223 37.5547198)
37.5504327,127.1459363,4,,,POINT (127.1459363 37.5504327)
37.5547516,127.1309532,3,,,POINT (127.1309532 37.5547516)
37.5574369,127.1311811,3,,,POINT (127.1311811 37.5574369)
37.5580443,127.1304521,3,,,POINT (127.1304521 37.5580443)
37.5564036,127.1323609,3,,,POINT (127.1323609 37.5564036)
37.5547567,127.1323397,3,,,POINT (127.1323397 37.5547567)
37.5556142,127.1295356,3,,,POINT (127.1295356 37.5556142)
37.5555288,127.1323514,3,,,POINT (127.1323514 37.5555288)
37.5554927,127.1254467,3,,,POINT (127.1254467 37.5554927)
37.5553187,127.1271989,1,,,POINT (127.1271989 37.5553187)
37.55548,127.1266258,3,,,POINT (127.1266258 37.55548)
37.5547799,127.1263257,3,,,POINT (127.1263257 37.5547799)
37.5556015,127.1262079,4,,,POINT (127.1262079 37.5556015)
37.5551857,127.126029,1,,,POINT (127.126029 37.5551857)
37.5547635,127.1282227,3,,,POINT (127.1282227 37.5547635)
