y,x,street_count,highway,ref,geometry
37.56141,126.9059978,4,,,POINT (126.9059978 37.56141)
37.5557428,126.8972587,3,,,POINT (126.8972587 37.5557428)
37.5557309,126.8970342,3,,,POINT (126.8970342 37.5557309)
37.5556265,126.8970465,3,,,POINT (126.8970465 37.5556265)
37.5590103,126.8981638,3,,,POINT (126.8981638 37.5590103)
37.5139422,127.0199955,3,,,POINT (127.0199955 37.5139422)
37.5637208,127.0308463,3,bus_stop,,POINT (127.0308463 37.5637208)
37.6105919,127.0354686,3,bus_stop,,POINT (127.0354686 37.6105919)
37.5024955,127.0987698,3,,,POINT (127.0987698 37.5024955)
37.5816561,126.9103948,4,bus_stop,,POINT (126.9103948 37.5816561)
37.6408501,126.9431637,1,,,POINT (126.9431637 37.6408501)
37.5455088,127.0977724,3,,,POINT (127.0977724 37.5455088)
37.503039,126.9038452,4,,,POINT (126.9038452 37.503039)
37.4811911,126.9808219,3,,,POINT (126.9808219 37.4811911)
37.5364877,126.9951238,3,,,POINT (126.9951238 37.5364877)
37.5364232,126.9926713,3,,,POINT (126.9926713 37.5364232)
37.537045,126.9918308,3,,,POINT (126.9918308 37.537045)
37.539327,126.9953684,4,,,POINT (126.9953684 37.539327)
37.539573,126.9955398,3,,,POINT (126.9955398 37.539573)
37.5403675,126.9967374,3,,,POINT (126.9967374 37.5403675)
37.5380014,126.9895801,4,,,POINT (126.9895801 37.5380014)
37.5388245,126.9900744,4,,,POINT (126.9900744 37.5388245)
37.5396046,126.9917536,3,,,POINT (126.9917536 37.5396046)
37.5350901,126.9953185,3,,,POINT (126.9953185 37.5350901)
37.5354251,126.9942502,3,,,POINT (126.9942502 37.5354251)
37.5355554,126.9940983,3,,,POINT (126.9940983 37.5355554)
37.5357188,126.9939725,3,,,POINT (126.9939725 37.5357188)
37.5357411,126.992677,1,,,POINT (126.992677 37.5357411)
37.5363132,126.9953557,4,,,POINT (126.9953557 37.5363132)
37.5360998,126.9964076,3,,,POINT (126.9964076 37.5360998)
37.5352092,126.9968662,3,,,POINT (126.9968662 37.5352092)
37.536104,126.9950419,3,,,POINT (126.9950419 37.536104)
37.5372509,126.9946748,3,,,POINT (126.9946748 37.5372509)
37.5372296,126.9927494,3,,,POINT (126.9927494 37.5372296)
37.5369486,126.9940795,3,,,POINT (126.9940795 37.5369486)
37.537602,126.9951422,3,,,POINT (126.9951422 37.537602)
37.5381291,126.9950316,3,,,POINT (126.9950316 37.5381291)
37.5374713,126.9953432,3,,,POINT (126.9953432 37.5374713)
37.5362527,126.9961101,3,,,POINT (126.9961101 37.5362527)
37.5368487,126.9959907,3,,,POINT (126.9959907 37.5368487)
37.5386281,126.9968426,3,,,POINT (126.9968426 37.5386281)
37.5379218,126.9953156,1,,,POINT (126.9953156 37.5379218)
37.5379941,126.9955196,1,,,POINT (126.9955196 37.5379941)
37.5379434,126.9962324,4,,,POINT (126.9962324 37.5379434)
37.5362801,126.9967611,4,,,POINT (126.9967611 37.5362801)
37.5379006,126.9981823,4,,,POINT (126.9981823 37.5379006)
37.5382615,127.000614,3,,,POINT (127.000614 37.5382615)
37.5352882,126.9974636,3,,,POINT (126.9974636 37.5352882)
37.5357399,126.9974701,3,,,POINT (126.9974701 37.5357399)
37.5366561,126.9976482,4,,,POINT (126.9976482 37.5366561)
37.5385534,126.9983942,3,,,POINT (126.9983942 37.5385534)
37.5380873,126.9997053,3,,,POINT (126.9997053 37.5380873)
37.5382571,126.9982272,4,,,POINT (126.9982272 37.5382571)
37.5374493,126.9965825,3,,,POINT (126.9965825 37.5374493)
37.5365027,126.9967739,3,,,POINT (126.9967739 37.5365027)
37.536721,126.997954,3,,,POINT (126.997954 37.536721)
37.536688,126.9984689,3,,,POINT (126.9984689 37.536688)
37.5364817,126.9992401,3,,,POINT (126.9992401 37.5364817)
37.5379676,126.9988142,3,,,POINT (126.9988142 37.5379676)
37.5367157,126.9981404,3,,,POINT (126.9981404 37.5367157)
37.5379046,126.9991793,3,,,POINT (126.9991793 37.5379046)
37.5373939,126.9982804,4,,,POINT (126.9982804 37.5373939)
37.5372481,126.9985606,4,,,POINT (126.9985606 37.5372481)
37.5370923,126.9988181,4,,,POINT (126.9988181 37.5370923)
37.5369758,126.9991088,4,,,POINT (126.9991088 37.5369758)
37.5377968,126.9997775,4,,,POINT (126.9997775 37.5377968)
37.5365966,126.9988257,3,,,POINT (126.9988257 37.5365966)
37.5375924,126.9998315,3,,,POINT (126.9998315 37.5375924)
37.5412955,126.9864138,3,,,POINT (126.9864138 37.5412955)
37.541512,126.9860542,3,,,POINT (126.9860542 37.541512)
37.541732,126.9856265,3,,,POINT (126.9856265 37.541732)
37.5424767,126.9856232,4,,,POINT (126.9856232 37.5424767)
37.5429367,126.9862193,3,,,POINT (126.9862193 37.5429367)
37.541948,126.9873458,3,,,POINT (126.9873458 37.541948)
37.5435192,126.9852241,3,,,POINT (126.9852241 37.5435192)
37.5438957,126.9846071,3,,,POINT (126.9846071 37.5438957)
37.5441621,126.9843857,4,,,POINT (126.9843857 37.5441621)
37.5435916,126.9841719,3,,,POINT (126.9841719 37.5435916)
37.5446987,126.9851516,3,,,POINT (126.9851516 37.5446987)
37.5458448,126.9852962,5,,,POINT (126.9852962 37.5458448)
37.5457424,126.9856243,3,,,POINT (126.9856243 37.5457424)
37.5454976,126.9871228,3,,,POINT (126.9871228 37.5454976)
37.5448192,126.9869381,3,,,POINT (126.9869381 37.5448192)
37.5450417,126.9877783,3,,,POINT (126.9877783 37.5450417)
37.5450928,126.9883946,3,,,POINT (126.9883946 37.5450928)
37.5455885,126.9884841,3,,,POINT (126.9884841 37.5455885)
37.5465348,126.981654,3,,,POINT (126.981654 37.5465348)
37.5459281,126.9843019,3,,,POINT (126.9843019 37.5459281)
37.5455262,126.9849401,3,,,POINT (126.9849401 37.5455262)
37.5366728,126.9886885,4,,,POINT (126.9886885 37.5366728)
37.5371982,126.9880976,3,,,POINT (126.9880976 37.5371982)
37.5344896,126.9880087,3,,,POINT (126.9880087 37.5344896)
37.5350497,126.9883167,3,,,POINT (126.9883167 37.5350497)
37.5356506,126.9898085,3,,,POINT (126.9898085 37.5356506)
37.5359458,126.9900835,3,,,POINT (126.9900835 37.5359458)
37.5363812,126.9903397,3,,,POINT (126.9903397 37.5363812)
37.5312943,126.9991649,3,,,POINT (126.9991649 37.5312943)
37.5313716,126.9967068,3,,,POINT (126.9967068 37.5313716)
37.5319315,126.9970489,3,,,POINT (126.9970489 37.5319315)
37.532118,126.9978108,3,,,POINT (126.9978108 37.532118)
37.5323556,126.9981168,3,,,POINT (126.9981168 37.5323556)
37.5320292,126.9991122,3,,,POINT (126.9991122 37.5320292)
37.5322647,126.9992454,3,,,POINT (126.9992454 37.5322647)
37.5326768,126.9984314,3,,,POINT (126.9984314 37.5326768)
37.5332168,126.9970622,3,,,POINT (126.9970622 37.5332168)
37.5330632,126.995606,3,,,POINT (126.995606 37.5330632)
37.5330399,126.9905889,3,,,POINT (126.9905889 37.5330399)
37.5332821,126.9905399,3,,,POINT (126.9905399 37.5332821)
37.5320832,126.991049,4,,,POINT (126.991049 37.5320832)
37.5339276,126.9928864,3,,,POINT (126.9928864 37.5339276)
37.5339231,126.9931235,3,,,POINT (126.9931235 37.5339231)
37.5306,127.0027871,3,,,POINT (127.0027871 37.5306)
37.5291861,127.0005819,4,,,POINT (127.0005819 37.5291861)
37.541651,126.932108,3,,,POINT (126.932108 37.541651)
37.5372929,126.9407589,3,,,POINT (126.9407589 37.5372929)
37.5255313,126.9535192,3,motorway_junction,13,POINT (126.9535192 37.5255313)
37.523062,126.9565016,3,motorway_junction,J-1,POINT (126.9565016 37.523062)
37.5218746,126.9607678,3,,,POINT (126.9607678 37.5218746)
37.5179924,126.9709718,3,,,POINT (126.9709718 37.5179924)
37.5468634,126.9089437,3,,,POINT (126.9089437 37.5468634)
37.5468732,126.9075009,3,,,POINT (126.9075009 37.5468732)
37.5474374,126.9082038,3,,,POINT (126.9082038 37.5474374)
37.5462793,126.9082945,3,motorway_junction,9B,POINT (126.9082945 37.5462793)
37.545984,126.9089581,3,,,POINT (126.9089581 37.545984)
37.5466456,126.9102429,3,,,POINT (126.9102429 37.5466456)
37.5486222,126.9080712,3,,,POINT (126.9080712 37.5486222)
37.5486902,126.9060418,3,,,POINT (126.9060418 37.5486902)
37.554944,126.9052131,4,,,POINT (126.9052131 37.554944)
37.5543735,126.9024881,4,,,POINT (126.9024881 37.5543735)
37.5560921,126.907328,3,,,POINT (126.907328 37.5560921)
37.5556186,126.9049914,4,,,POINT (126.9049914 37.5556186)
37.5550473,126.9022579,3,,,POINT (126.9022579 37.5550473)
37.5554673,126.9008586,4,,,POINT (126.9008586 37.5554673)
37.5562777,126.9047718,4,,,POINT (126.9047718 37.5562777)
37.5567892,126.907205,3,,,POINT (126.907205 37.5567892)
37.5562609,126.9087512,3,,,POINT (126.9087512 37.5562609)
37.5556561,126.9095618,4,,,POINT (126.9095618 37.5556561)
37.4655375,126.8859748,4,,,POINT (126.8859748 37.4655375)
37.4654267,127.0430136,4,,,POINT (127.0430136 37.4654267)
37.4791685,127.0648356,4,,,POINT (127.0648356 37.4791685)
37.4925756,127.1188213,4,traffic_signals,,POINT (127.1188213 37.4925756)
37.4932891,126.837728,3,,,POINT (126.837728 37.4932891)
37.4944506,126.8400961,4,,,POINT (126.8400961 37.4944506)
37.4948916,126.8411252,3,,,POINT (126.8411252 37.4948916)
37.4972501,126.8565162,4,,,POINT (126.8565162 37.4972501)
37.5131574,126.8972579,5,,,POINT (126.8972579 37.5131574)
37.5184051,126.9125615,3,,,POINT (126.9125615 37.5184051)
37.5242788,126.9219406,4,,,POINT (126.9219406 37.5242788)
37.5338884,127.1385332,4,traffic_signals,,POINT (127.1385332 37.5338884)
37.5353307,127.1343389,4,traffic_signals,,POINT (127.1343389 37.5353307)
37.536546,127.0835437,4,,,POINT (127.0835437 37.536546)
37.5381107,127.1523456,4,,,POINT (127.1523456 37.5381107)
37.545022,127.0852593,4,,,POINT (127.0852593 37.545022)
37.544993,127.1042608,4,,,POINT (127.1042608 37.544993)
37.5482763,127.0675055,4,,,POINT (127.0675055 37.5482763)
37.5576097,126.9597016,3,,,POINT (126.9597016 37.5576097)
37.5594768,126.8581629,4,,,POINT (126.8581629 37.5594768)
37.5684941,126.8412729,4,,,POINT (126.8412729 37.5684941)
37.5701365,126.9770645,4,,,POINT (126.9770645 37.5701365)
37.5733661,126.8989059,4,,,POINT (126.8989059 37.5733661)
37.5734284,126.8114477,5,,,POINT (126.8114477 37.5734284)
37.5763872,127.0344802,3,,,POINT (127.0344802 37.5763872)
37.5866674,127.0799022,4,,,POINT (127.0799022 37.5866674)
37.59132,127.08011,4,traffic_signals,,POINT (127.08011 37.59132)
37.5990591,126.9156862,5,,,POINT (126.9156862 37.5990591)
37.5992248,127.0973073,5,traffic_signals,,POINT (127.0973073 37.5992248)
37.5999073,127.1004193,4,,,POINT (127.1004193 37.5999073)
37.6058587,126.915409,4,,,POINT (126.915409 37.6058587)
37.6163876,127.093422,4,,,POINT (127.093422 37.6163876)
37.4617177,127.0371526,4,,,POINT (127.0371526 37.4617177)
37.4648791,126.8839395,6,,,POINT (126.8839395 37.4648791)
37.4675247,127.0347686,5,,,POINT (127.0347686 37.4675247)
37.4685748,127.0398113,3,traffic_signals,,POINT (127.0398113 37.4685748)
37.46912,127.0243,4,,,POINT (127.0243 37.46912)
37.4722607,126.882423,4,,,POINT (126.882423 37.4722607)
37.4736968,127.0385593,3,traffic_signals,,POINT (127.0385593 37.4736968)
37.474207,126.8861925,3,,,POINT (126.8861925 37.474207)
37.4755357,127.0385739,3,,,POINT (127.0385739 37.4755357)
37.4758507,126.8808502,4,,,POINT (126.8808502 37.4758507)
37.4779276,126.8880499,4,,,POINT (126.8880499 37.4779276)
37.479397,126.901019,3,,,POINT (126.901019 37.479397)
37.4829538,126.8777445,4,,,POINT (126.8777445 37.4829538)
37.4847851,127.0580247,4,traffic_signals,,POINT (127.0580247 37.4847851)
37.4856356,127.0413479,4,,,POINT (127.0413479 37.4856356)
37.4870008,127.0100859,4,,,POINT (127.0100859 37.4870008)
37.4885147,127.0282365,4,,,POINT (127.0282365 37.4885147)
37.4899966,127.1283981,4,,,POINT (127.1283981 37.4899966)
37.4906115,127.0350793,4,,,POINT (127.0350793 37.4906115)
37.4924048,127.0409055,4,,,POINT (127.0409055 37.4924048)
37.4925758,127.0762475,4,,,POINT (127.0762475 37.4925758)
37.4927747,126.9904803,4,traffic_signals,,POINT (126.9904803 37.4927747)
37.4929947,127.0298727,4,,,POINT (127.0298727 37.4929947)
37.4931915,126.827146,3,,,POINT (126.827146 37.4931915)
37.4932036,126.8315087,3,,,POINT (126.8315087 37.4932036)
37.4942203,127.0468095,4,,,POINT (127.0468095 37.4942203)
37.4952612,126.8888243,4,,,POINT (126.8888243 37.4952612)
37.4982064,126.9870596,5,,,POINT (126.9870596 37.4982064)
37.5006674,126.8825138,5,,,POINT (126.8825138 37.5006674)
37.5034452,127.0211197,5,traffic_signals,,POINT (127.0211197 37.5034452)
37.504086,126.9226501,4,,,POINT (126.9226501 37.504086)
37.5045108,127.0246247,5,traffic_signals,,POINT (127.0246247 37.5045108)
37.505817,126.9110339,5,traffic_signals,,POINT (126.9110339 37.505817)
37.50672,126.90138,5,traffic_signals,,POINT (126.90138 37.50672)
37.5069851,127.1397212,4,,,POINT (127.1397212 37.5069851)
37.508329,127.1197474,3,,,POINT (127.1197474 37.508329)
37.5092346,126.8429899,4,,,POINT (126.8429899 37.5092346)
37.5099331,126.8581378,3,,,POINT (126.8581378 37.5099331)
37.5106099,126.9446495,5,,,POINT (126.9446495 37.5106099)
37.5105922,126.9103656,4,traffic_signals,,POINT (126.9103656 37.5105922)
37.5126761,126.9252639,3,traffic_signals,,POINT (126.9252639 37.5126761)
37.5131747,126.9318786,4,traffic_signals,,POINT (126.9318786 37.5131747)
37.5137637,127.1073759,3,,,POINT (127.1073759 37.5137637)
37.5141654,126.9188529,4,,,POINT (126.9188529 37.5141654)
